commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,44RT_Retail_trade,48_Transportation,493_Warehousing_and_storage,51_Information,52_Finance_and_insurance,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,54_Professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,56_Administrative_and_waste_management_services,61_Educational_services,62_Health_care_and_social_assistance,71_Arts_entertainment_and_recreation,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,F010_Personal_consumption_expenditures,F02E_Private_fixed_investment_in_equipment,F02N_Private_fixed_investment_in_intellectual_property_products,F02T_Private_fixed_investment_in_structures,F030_Change_in_private_inventories,F040_Exports_of_goods_and_services,F050_Imports_of_goods_and_services,F06C_National_defense_Consumption_expenditures,F06E_National_defense_Gross_investment_except_structures,F06S_National_defense_Gross_investment_in_structures,F07C_Nondefense_Consumption_expenditures,F07E_Nondefense_Gross_investment_except_structures,F07S_Nondefense_Gross_investment_in_structures,F10C_State_and_local_government_consumption_expenditures,F10E_State_and_local_government_gross_investment_except_structures,F10S_State_and_local_government_gross_investment_in_structures,GFE_Federal_government_enterprises,GFG_Federal_general_government,GSLE_State_and_local_government_enterprises,GSLG_State_and_local_general_government,T001_Total_Intermediate,T004_Total_Final_Uses_GDP
321_Wood_products,110,14,19,66,8,224,3580,77,12,48,1632,254,23,12,50,37,99,73,143,71,27,60,95,53,729,199,39,12,46,1,141,4,89,0,1,0,3,3,26,3,6,0,14,136,133,0,649,103,163,-1014,0,0,0,0,0,0,0,0,0,9,11,58,4,8186,170
322_Paper_products,16,78,2,17,1,38,243,1752,199,182,34,4586,1509,230,867,162,345,33,257,107,192,197,87,24,78,333,210,1910,64,2,1413,410,22,4,134,9,45,33,119,10,11,2,132,1125,0,0,0,143,585,-1318,0,0,0,0,0,0,0,0,0,5,55,26,184,16370,535
323_Printing_and_related_support_activities,2,1,0,1,0,20,15,334,5,26,3,34,497,5,33,2,4,9,103,8,61,7,42,10,2,8,76,153,98,1,1101,830,31,5,276,33,75,305,60,39,3,0,275,264,0,0,0,62,33,-10,0,0,0,0,0,0,0,0,0,22,131,13,390,5146,349
324_Petroleum_and_coal_products,744,37,18,77,57,304,1027,92,22,14,22,97,18,1346,199,12,59,151,69,65,42,40,56,42,6,21,123,812,1331,5,115,81,113,6,144,20,123,48,124,15,24,4,210,8216,0,0,0,269,850,-861,0,0,0,0,0,0,0,0,0,34,445,87,378,8876,8473
325_Chemical_products,1566,16,49,199,43,132,914,337,2159,257,147,768,380,681,7190,1695,360,531,500,174,224,365,236,62,122,367,113,174,138,0,110,35,263,121,73,24,164,40,1310,81,33,8,426,7082,0,0,0,354,2537,-618,0,0,0,0,0,0,0,0,0,6,581,148,513,23835,9354
326_Plastics_and_rubber_products,139,8,13,141,11,43,574,245,160,335,29,201,78,19,365,409,139,38,189,320,336,449,748,176,299,424,60,297,258,1,53,13,84,255,100,3,44,8,98,8,12,0,304,1379,22,0,0,120,330,-120,0,0,0,0,1,0,0,0,0,5,122,21,135,7768,1732
327_Nonmetallic_mineral_products,43,1,33,66,102,343,5670,661,26,2,69,17,0,59,240,29,1396,81,197,119,262,229,366,35,61,115,21,184,60,0,212,2,86,111,11,3,8,5,39,6,8,0,184,565,0,0,0,143,269,-242,0,0,0,0,0,0,0,0,0,14,23,88,58,11345,736
331_Primary_metals,5,25,43,209,473,174,2440,5,6,6,103,55,17,81,491,60,173,10786,7697,3022,837,2364,4259,1250,323,815,1,7,242,0,97,3,65,0,9,0,3,2,20,2,3,0,10,81,0,0,0,284,1270,-2376,0,0,0,0,0,0,0,0,0,6,94,56,4,36342,-741
332_Fabricated_metal_products,94,200,104,205,97,461,7294,1601,12,55,200,190,16,220,796,83,128,925,2051,1765,948,661,3144,1474,344,264,7,241,401,1,275,4,175,27,94,9,30,10,58,6,10,1,441,747,916,0,0,275,890,-381,0,577,0,0,4,0,0,47,0,19,585,113,26,25868,3076
333_Machinery,209,5,47,289,130,129,1949,55,99,15,51,89,182,37,283,22,94,374,422,2008,301,261,728,475,5,21,24,96,100,2,243,69,83,4,259,1,93,26,145,4,4,0,614,651,13399,0,0,390,3672,-769,0,473,0,0,51,0,0,149,0,5,189,54,176,10468,18016
334_Computer_and_electronic_products,1,1,11,4,0,23,363,1,1,1,0,1,1,6,6,0,1,27,88,147,5620,160,274,915,0,68,286,14,63,0,291,7,12,2,68,105,14,10,6,1,1,0,424,2014,4784,0,0,340,1630,-570,0,2561,0,0,287,0,0,244,0,1,1632,8,29,10690,11290
335_Electrical_equipment_appliances_and_components,33,24,53,59,6,220,2698,2,2,2,40,2,1,9,35,1,22,206,62,773,714,1384,313,139,2,70,22,112,164,0,113,8,90,14,57,3,49,7,25,4,8,0,242,3433,2198,0,0,311,592,-254,0,141,0,0,11,0,0,47,0,7,144,70,72,8083,6480
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,48,6,20,198,1,18,289,125,1,2,50,2,1,2,35,16,11,33,140,1225,311,202,15814,371,14,54,82,2326,335,1,18,5,5,202,43,6,30,3,56,1,2,0,357,14712,7732,0,0,665,2032,-1117,0,639,0,0,28,0,0,579,0,31,164,16,192,22868,25271
3364OT_Other_transportation_equipment,4,20,0,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,2,38,0,5,3484,0,0,3,0,570,0,0,0,0,0,6,0,5,1,3,9,0,0,16,544,2736,0,0,629,1392,-253,0,4775,0,0,764,0,0,22,0,0,4072,4,8,8270,10608
337_Furniture_and_related_products,0,0,5,10,0,61,1028,0,0,0,42,0,0,1,2,0,0,3,1,0,317,0,10,9,154,24,0,3,3,0,39,0,8,0,0,0,0,0,6,0,1,0,2,3088,1440,0,0,75,32,-42,0,14,0,0,16,0,0,84,0,3,8,10,4,1753,4707
339_Miscellaneous_manufacturing,7,4,1,4,1,18,178,25,75,541,10,13,49,7,26,27,45,69,50,34,58,70,20,17,10,1148,30,193,36,0,34,144,36,1,291,0,40,88,851,81,9,0,679,3580,865,0,0,79,303,-673,0,13,0,0,5,0,0,48,0,1,77,14,284,5392,4220
42_Wholesale_trade,1511,97,42,188,59,337,2937,3662,644,873,492,524,220,787,1150,289,309,651,526,814,673,445,1990,348,297,480,440,987,854,3,313,118,149,81,213,23,121,67,444,58,32,1155,558,15277,4164,0,142,472,2459,1317,0,315,0,0,32,0,0,105,0,42,550,101,484,27139,24283
44RT_Retail_trade,307,19,14,63,9,105,994,633,182,169,125,173,63,60,322,82,90,297,179,285,329,140,1040,182,83,129,63,359,269,1,118,44,38,30,73,0,32,24,128,14,9,161,172,68485,1801,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7611,70308
481_Air_transportation,45,7,2,12,1,7,83,127,54,67,14,21,23,12,103,26,11,23,28,32,55,27,77,31,6,34,8,49,70,13,35,257,6,4,77,4,40,30,36,6,10,20,58,2572,136,0,0,19,504,-306,0,31,0,0,4,0,0,5,0,86,40,3,47,1829,2965
482_Rail_transportation,257,35,10,239,22,266,939,908,148,57,184,302,79,92,449,77,365,1211,264,161,90,119,425,85,83,106,33,161,153,0,105,27,38,14,26,2,25,12,68,8,5,126,64,1845,293,0,51,64,694,-24,0,48,0,0,5,0,0,12,0,247,102,40,67,8299,2989
483_Water_transportation,58,12,4,46,3,100,112,146,19,6,29,26,4,222,55,9,43,155,16,10,6,8,16,5,5,11,8,42,47,0,9,3,9,1,5,2,6,3,11,1,2,12,13,523,14,0,3,12,1213,7,0,1,0,0,0,0,0,0,0,13,22,8,18,1364,1774
484_Truck_transportation,298,42,7,91,60,125,1034,1279,206,176,93,174,51,95,229,56,143,479,164,124,98,91,304,64,43,91,171,215,1987,12,89,28,160,13,63,4,36,26,87,11,9,122,89,2271,346,0,10,42,505,0,0,33,0,0,4,0,0,14,0,277,74,40,96,9223,3226
485_Transit_and_ground_passenger_transportation,8,5,5,7,0,29,104,36,11,19,6,14,23,8,60,13,16,21,47,38,65,24,22,36,7,21,103,96,113,1,69,90,21,15,346,2,29,28,157,36,16,0,80,2262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,3,496,2359,2262
486_Pipeline_transportation,11,1,19,1,1,262,9,1,0,0,0,1,0,1107,5,0,1,2,1,1,1,1,1,1,0,0,2,13,26,0,1,1,2,0,2,0,2,1,1,0,0,0,3,131,0,0,1,7,61,0,0,0,0,0,0,0,0,0,0,1,7,3,6,1501,200
487OS_Other_transportation_and_support_activities,1,1,1,9,0,5,17,12,7,9,3,6,7,3,15,3,7,7,13,11,14,7,5,7,3,9,600,1015,4245,32,12,137,4,3,59,1,5,5,106,58,212,0,14,120,0,0,0,0,503,2,0,0,0,0,0,0,0,0,0,16,0,2,2,6713,626
493_Warehousing_and_storage,423,0,0,1,0,1,1,1,1,0,0,0,2,3,13,0,0,0,7,0,2,0,1,1,0,0,90,884,246,20,12,24,29,23,80,0,16,4,17,3,3,4,10,19,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,21,17,65,2026,64
511_Publishing_industries_except_internet_includes_software,13,0,0,0,0,5,5,5,2,3,1,2,155,2,5,1,3,6,6,6,9,3,3,6,1,2,8,18,8,1,361,44,4,0,177,10,11,180,98,26,5,0,75,3117,0,526,0,59,155,-51,0,0,0,0,0,0,0,0,0,0,18,3,385,1682,3806
512_Motion_picture_and_sound_recording_industries,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,3,2,0,1018,3,0,0,4,2,1,11,4,0,0,0,6,1537,0,1455,0,-2,355,0,0,0,0,0,0,0,0,0,0,1,28,0,12,1107,3344
513_Broadcasting_and_telecommunications,76,2,1,6,6,76,186,68,26,50,14,34,28,19,74,15,34,80,86,70,105,35,40,89,16,34,260,668,287,3,1723,741,89,19,341,1074,82,169,231,32,33,2,163,6786,540,598,0,0,77,0,0,0,0,0,0,0,0,0,0,3,121,20,244,7572,8001
514_Data_processing_internet_publishing_and_other_information_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,106,70,0,0,256,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,170,13,584,1466,0
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,363,25,48,111,15,388,551,237,93,142,58,84,79,382,250,45,113,226,211,196,179,95,132,68,39,83,446,3252,547,8,313,3655,1557,3,510,216,135,28,273,89,173,2,228,4426,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,18,26,6,0,15700,4445
523_Securities_commodity_contracts_and_investments,0,0,0,3,0,14,3,3,1,1,0,2,1,15,6,1,1,5,2,3,3,1,4,1,0,1,1,5,7,0,8,1027,6,0,2,131,3,0,0,0,0,0,1,2177,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,25,1291,2178
524_Insurance_carriers_and_related_activities,278,16,12,49,8,67,381,119,25,38,19,32,17,65,60,17,45,134,84,53,34,19,35,37,32,16,271,749,576,2,65,4724,980,280,132,11,94,60,163,80,58,6,282,9693,0,0,204,0,25,58,0,0,0,0,0,0,0,0,0,2,11,110,173,10519,9980
525_Funds_trusts_and_other_financial_vehicles,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,1269,52,94,5,0,40,0,12,0,0,0,0,866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1490,866
531_Real_estate,900,21,0,150,8,91,216,100,49,92,27,61,90,243,161,27,51,41,120,104,124,53,38,53,37,59,427,2949,462,21,440,839,1174,107,861,76,126,587,762,219,83,4,787,59509,0,0,2264,0,0,0,0,0,0,0,0,0,0,0,0,19,38,30,199,13127,61772
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,208,16,2752,28,26,53,250,47,10,7,14,18,11,24,36,8,23,29,31,28,36,14,259,19,2,11,228,168,540,6,139,162,72,34,303,173,88,61,94,15,23,0,206,1514,0,0,0,0,438,0,0,0,0,0,0,0,0,0,0,7,33,19,118,6451,1952
5411_Legal_services,32,2,10,11,6,40,1182,35,8,8,5,12,7,5,13,2,13,32,16,7,36,8,8,19,1,2,173,201,96,7,48,402,110,24,1014,118,19,19,39,31,19,0,117,2796,0,0,369,0,57,0,0,0,0,0,0,0,0,0,0,1,82,28,98,4166,3222
5412OP_Miscellaneous_professional_scientific_and_technical_services,178,7,16,50,13,194,1790,1434,84,155,40,119,57,397,1499,116,111,198,207,158,250,260,222,79,57,277,1086,3954,364,13,507,2140,668,47,1502,684,136,108,190,184,126,6,351,1458,0,6590,25,0,231,0,0,7444,0,0,4965,0,0,327,0,27,234,70,283,20646,21039
5415_Computer_systems_design_and_related_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,40,34,0,0,540,564,0,0,0,0,0,0,0,0,0,541,0,0,0,0,0,0,0,0,0,0,0,24,0,20,268,42,206,1765,565
55_Management_of_companies_and_enterprises,0,5,118,140,239,8,80,2030,247,412,50,305,133,126,894,206,180,409,390,714,527,246,519,415,94,142,1013,2169,320,0,210,239,37,30,114,0,119,17,213,42,70,1,197,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,2,6,2,13426,148
561_Administrative_and_support_services,251,7,11,29,30,148,261,94,29,41,18,49,26,108,119,22,49,107,84,70,99,35,62,96,13,28,395,287,133,23,125,467,218,3,181,74,103,59,94,31,71,0,95,1971,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,22,282,55,260,4865,1993
562_Waste_management_and_remediation_services,160,0,6,28,1,90,79,51,20,11,5,80,8,72,73,11,30,68,25,15,22,16,27,22,3,6,77,459,129,0,41,180,105,9,180,2,29,131,245,20,31,0,134,247,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,27,21,24,119,2893,249
61_Educational_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,45,5497,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,374,0,37,460,5514
621_Ambulatory_health_care_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,13778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,5,281,358,13778
622HO_Hospitals_and_nursing_and_residential_care_facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,1,25,10947
624_Social_assistance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1246
711AS_Performing_arts_spectator_sports_museums_and_related_activities,1,1,1,1,0,4,14,5,2,3,1,2,3,1,8,2,2,3,6,5,9,3,3,5,1,3,19,279,5,1,318,35,5,0,49,41,2,8,18,404,4,0,36,1770,0,98,0,0,1,0,0,0,0,0,0,0,0,0,0,0,46,1,0,1361,1869
713_Amusements_gambling_and_recreation_industries,0,0,0,0,0,1,2,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,3,41,20,0,53,4,1,0,6,13,0,1,3,2,1,0,5,2652,0,0,0,0,100,1,0,0,0,0,0,0,0,0,0,0,7,0,0,172,2753
721_Accommodation,8,5,5,6,0,27,98,33,10,17,6,13,20,7,55,12,14,19,44,35,60,22,20,34,6,19,100,95,38,3,61,122,19,12,314,15,26,25,111,33,15,0,73,2353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,246,3,289,2199,2354
722_Food_services_and_drinking_places,24,16,19,21,0,79,327,110,34,59,20,43,67,25,193,43,48,63,150,125,215,78,70,122,21,67,260,271,102,2,188,324,54,25,753,66,76,142,341,96,43,0,203,21740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,35,7,40,5071,21740
81_Other_services_except_government,440,23,14,46,7,219,559,297,43,59,32,84,55,101,176,32,76,113,151,104,138,53,376,172,20,47,526,1418,860,3,333,708,240,32,532,337,208,144,603,77,254,4,742,26125,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,15,477,60,397,11405,26143
GFE_Federal_government_enterprises,5,1,2,7,1,97,24,33,16,41,4,12,34,17,32,7,10,17,24,24,37,14,29,22,6,20,89,545,84,2,195,834,308,5,324,6,213,84,225,8,13,3,247,963,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,1,59,6,155,3944,1051
GFG_Federal_general_government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51389,0,0,11749,0,0,0,0,0,0,0,0,0,0,63138
GSLE_State_and_local_government_enterprises,1,1,0,3,1,6,26,9,2,1,1,4,0,2,5,1,2,7,2,1,1,1,2,2,0,1,17,42,52,0,7,12,12,3,15,1,4,9,23,1,3,0,14,984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,2,14,389,984
GSLG_State_and_local_general_government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45233,0,0,0,0,0,0,0,45233
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,257,13,0,0,5,0,47,7,7,3,0,0,0,1,53,1,0,0,0,19,30,11,13,10,0,73,26,5,1456,0,213,360,0,0,4,27,0,0,0,36,0,2,15,1446,0,0,0,8,2416,-8448,0,0,0,0,0,0,0,0,0,150,2384,0,6,5232,-4578
T005_Total_Intermediate,20320,2416,3970,4180,1483,8208,42324,56333,13407,15769,5302,10304,4203,16236,19201,4503,6148,23277,15293,13335,13718,8472,32633,10739,3441,6358,9457,32969,19049,301,11906,21538,11595,1749,11206,4400,2992,3103,8942,2248,1691,11674,10949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1371,14909,2653,11926,558205,0
