commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,44RT_Retail_trade,48_Transportation,493_Warehousing_and_storage,51_Information,52_Finance_and_insurance,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,54_Professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,56_Administrative_and_waste_management_services,61_Educational_services,62_Health_care_and_social_assistance,71_Arts_entertainment_and_recreation,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,F010_Personal_consumption_expenditures,F02E_Private_fixed_investment_in_equipment,F02N_Private_fixed_investment_in_intellectual_property_products,F02T_Private_fixed_investment_in_structures,F030_Change_in_private_inventories,F040_Exports_of_goods_and_services,F050_Imports_of_goods_and_services,F06C_National_defense_Consumption_expenditures,F06E_National_defense_Gross_investment_except_structures,F06S_National_defense_Gross_investment_in_structures,F07C_Nondefense_Consumption_expenditures,F07E_Nondefense_Gross_investment_except_structures,F07S_Nondefense_Gross_investment_in_structures,F10C_State_and_local_government_consumption_expenditures,F10E_State_and_local_government_gross_investment_except_structures,F10S_State_and_local_government_gross_investment_in_structures,GFE_Federal_government_enterprises,GFG_Federal_general_government,GSLE_State_and_local_government_enterprises,GSLG_State_and_local_general_government,T001_Total_Intermediate,T004_Total_Final_Uses_GDP
321_Wood_products,485,46,341,181,53,476,13948,78,18,44,6112,1890,1,81,63,146,291,249,497,286,107,183,361,402,2615,752,895,54,240,5,273,12,1286,1,11,2,147,20,177,96,41,24,26,568,12,0,4072,-9,1962,-4099,0,0,0,0,0,0,0,0,0,72,25,209,88,33409,2506
322_Paper_products,461,84,29,45,2,130,653,6590,409,313,135,17611,7960,588,3014,1149,1207,152,793,481,777,621,391,71,295,1131,2888,4527,193,13,5551,515,245,40,776,45,356,558,867,50,121,1118,400,4817,0,0,0,2,4633,-6330,0,0,0,0,0,0,0,0,0,41,153,47,1602,65199,3122
323_Printing_and_related_support_activities,7,13,41,15,0,116,65,1456,24,42,16,48,1874,10,412,35,45,46,301,77,347,41,57,104,23,103,1899,152,343,5,5771,2379,411,19,1756,140,266,293,917,53,97,41,1837,866,0,0,0,-1,382,-193,0,0,0,0,0,0,0,0,0,128,340,77,2088,24333,1055
324_Petroleum_and_coal_products,8069,1260,1104,2113,1491,7468,11138,1241,552,330,564,2542,494,19631,4290,643,949,2215,1098,901,715,409,821,858,231,473,3717,8713,25311,55,1348,999,2240,198,1768,154,1840,636,1961,204,338,369,1028,62518,0,0,0,-35,5105,-18449,0,0,0,0,0,0,0,0,0,559,4252,2622,7826,137741,49138
325_Chemical_products,8536,1409,814,933,1166,732,2926,2503,8810,763,822,4285,1557,4014,40134,12098,2187,3817,2268,1024,1600,1925,1144,657,484,1527,737,241,327,1,393,351,739,54,286,118,768,198,7376,28,158,189,611,28510,1130,0,0,-23,21003,-10268,0,0,0,0,0,0,0,132,0,35,1325,703,4035,126807,40483
326_Plastics_and_rubber_products,584,157,73,566,58,334,2336,2733,595,435,215,1255,608,319,2925,2111,204,351,1183,2124,4552,1043,4783,849,800,1166,939,787,1050,6,366,56,645,123,405,14,158,84,2844,65,229,726,233,7043,72,0,0,-6,2644,-3041,0,0,0,0,0,0,0,0,0,33,330,206,792,42450,6712
327_Nonmetallic_mineral_products,230,24,350,220,1543,584,16780,3591,114,7,346,84,10,362,908,414,5425,681,865,605,703,788,1217,481,185,322,314,234,382,1,317,34,1690,42,10,13,9,133,382,13,177,291,237,2303,0,0,0,-2,1807,-2859,0,0,0,0,0,0,0,0,0,84,78,387,383,42052,1248
331_Primary_metals,175,3,626,367,4630,260,7095,33,42,4,164,398,178,224,2165,468,430,32879,33087,15144,4182,6868,15755,5351,1480,3218,19,26,471,0,137,9,740,1,8,2,8,19,142,4,6,11,13,350,14,0,0,-63,9309,-21556,0,0,0,0,0,0,0,0,0,38,409,109,59,137459,-11947
332_Fabricated_metal_products,775,664,1653,1691,1582,1209,24504,8669,77,117,1498,733,141,907,3460,836,700,2557,12088,10240,5647,2272,8773,6363,1461,1308,910,1125,2612,10,800,33,2976,56,252,45,208,106,510,62,39,615,1203,3518,6406,0,0,-24,6864,-5410,0,1769,0,0,161,0,0,135,0,172,1967,932,533,115092,13418
333_Machinery,1124,141,858,2372,1672,1264,6363,236,357,57,160,261,717,142,1229,201,291,1573,1459,7707,519,481,2493,1830,58,155,657,512,1030,14,584,419,820,199,713,6,836,164,670,31,27,149,1250,2699,71326,0,0,-26,25263,-15101,0,984,0,0,407,0,0,1394,0,86,563,275,1232,43953,86945
334_Computer_and_electronic_products,28,7,82,17,11,217,2203,5,16,2,11,21,95,33,966,47,24,83,196,862,28868,817,1255,5840,10,539,1093,187,271,2,3163,278,265,101,1222,465,500,273,472,6,4,8,774,9056,40204,0,0,10,22018,-18244,0,5308,0,0,1339,0,0,1020,0,17,4353,64,193,55968,60712
335_Electrical_equipment_appliances_and_components,311,62,544,365,89,592,8882,8,5,17,257,10,5,36,111,60,71,958,533,4436,3214,4077,1421,764,31,222,205,254,664,1,352,57,1103,16,287,16,126,105,225,36,44,67,366,11332,8348,0,0,-16,5531,-4605,0,181,0,0,156,0,0,194,0,63,379,695,356,32499,21122
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,346,147,247,700,14,143,197,7,3,18,175,18,15,91,15,34,43,425,269,3726,31,151,39294,1901,27,17,864,4728,933,6,238,32,85,216,53,24,302,33,38,11,9,9,3099,45666,33504,0,0,-35,18163,-30892,0,1028,0,0,222,0,0,2617,0,67,269,143,486,59696,70274
3364OT_Other_transportation_equipment,0,324,0,8,0,12,2,0,0,0,4,0,0,0,0,0,0,5,60,0,0,39,52,18181,0,12,40,0,3512,0,9,34,0,5,0,0,0,6,3,99,3,0,152,4035,15823,0,0,46,18601,-5486,0,9704,0,0,1579,0,0,249,0,14,13023,94,23,35717,44549
337_Furniture_and_related_products,30,1,67,14,0,104,3438,0,0,0,191,4,0,8,2,0,1,17,2,1,796,7,47,198,133,26,5,8,35,0,60,2,293,0,2,1,1,4,8,2,3,1,5,10272,7941,0,0,-5,494,-1070,0,31,0,0,101,0,0,549,0,18,7,39,15,5600,18314
339_Miscellaneous_manufacturing,47,22,45,68,13,77,587,50,56,777,24,29,293,11,105,44,65,57,112,146,223,122,83,89,45,3124,616,946,228,3,196,475,133,100,473,1,239,255,3568,122,97,300,1119,16784,6119,0,0,-1,3226,-7465,0,85,0,0,62,0,0,442,0,50,306,53,2660,18253,19254
42_Wholesale_trade,6836,822,870,1523,1170,2145,10798,18567,3067,3476,1872,3691,1553,5415,9265,3108,1569,6138,5795,6585,7288,2999,7565,3343,1200,2465,6471,3122,5102,15,2230,550,1537,160,957,137,736,411,3384,214,404,4650,1533,58360,24144,0,517,-226,25052,7157,0,1229,0,0,314,0,0,739,0,309,2370,822,3804,158045,117286
44RT_Retail_trade,568,72,218,310,172,609,4640,645,381,264,668,429,90,124,701,275,404,470,731,1200,781,476,2885,558,369,258,467,831,1580,4,211,73,497,28,155,1,132,61,366,29,50,96,361,266311,4151,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,93,0,23333,270495
481_Air_transportation,48,116,196,73,84,297,333,373,64,136,37,263,161,170,595,91,129,163,499,533,883,356,328,710,65,114,2193,900,1105,12,1083,2311,182,61,1750,21,248,416,450,30,13,139,420,17020,305,0,0,-58,4466,-3218,0,43,0,0,9,0,0,12,0,560,922,58,34,19723,18581
482_Rail_transportation,747,69,84,1009,155,1905,1618,2364,282,56,491,795,239,364,1503,350,898,2652,617,393,210,229,852,212,154,240,335,290,557,1,198,41,200,7,65,5,53,48,274,15,32,394,111,4015,688,0,0,16,3534,-146,0,36,0,0,7,0,0,38,0,390,355,182,287,22330,8188
483_Water_transportation,220,62,59,159,97,393,364,647,66,20,87,118,27,991,360,86,139,377,80,63,39,27,73,46,23,44,101,146,307,0,31,16,50,12,28,10,40,14,75,177,8,62,33,2188,144,0,15,-10,3828,2879,0,8,0,0,2,0,0,4,0,163,800,95,95,6927,9058
484_Truck_transportation,898,105,98,496,1115,954,2678,2826,380,290,231,578,253,424,1239,311,490,1450,715,502,438,249,795,360,149,346,818,1905,8928,87,475,337,343,40,349,19,201,146,626,55,74,724,269,9839,1191,0,0,75,3140,0,0,50,0,0,14,0,0,62,0,689,1264,159,397,36276,14372
485_Transit_and_ground_passenger_transportation,0,20,39,30,28,50,119,65,26,31,19,37,58,18,143,33,23,45,101,68,150,32,43,102,37,83,622,797,624,3,302,355,174,43,285,9,91,55,239,63,49,163,92,6544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,49,48,2251,7730,6544
486_Pipeline_transportation,61,9,566,19,7,1988,45,9,6,3,5,19,4,14271,326,11,9,25,9,7,6,4,6,6,2,4,29,69,483,0,9,7,17,0,12,1,14,5,16,2,3,3,8,488,0,0,0,0,302,0,0,0,0,0,0,0,0,0,0,5,39,19,57,18226,789
487OS_Other_transportation_and_support_activities,0,25,21,29,79,153,111,177,21,7,19,48,14,261,175,54,67,136,41,29,29,11,25,25,7,15,6348,3969,17421,148,18,504,479,235,186,3,26,11,25,309,224,23,23,622,0,0,0,0,1764,0,0,0,0,0,0,0,0,0,0,0,0,23,146,31701,2386
493_Warehousing_and_storage,1593,2,1,4,0,5,3,5,3,1,1,2,8,10,57,1,1,1,34,1,10,1,4,5,1,1,783,3976,690,115,58,88,80,21,58,1,154,12,41,9,13,25,19,141,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,102,66,258,8323,362
511_Publishing_industries_except_internet_includes_software,56,7,17,17,0,28,62,28,11,13,11,13,208,9,34,14,15,24,42,37,111,20,20,50,11,27,303,427,89,12,829,325,31,20,1106,61,45,913,518,28,53,66,497,13959,0,1967,0,1,890,-462,0,4,0,0,4,0,0,9,0,72,92,254,2023,8651,16371
512_Motion_picture_and_sound_recording_industries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,12,0,0,5,0,0,524,3,35,0,6387,16,0,0,0,15,0,199,79,0,1,0,97,5554,0,5122,0,-1,906,-78,0,0,0,0,0,0,0,0,0,23,165,0,116,7684,11503
513_Broadcasting_and_telecommunications,266,7,98,58,108,229,762,189,83,155,71,113,118,159,251,230,211,291,750,381,605,223,171,345,55,125,3778,2773,1067,18,8395,2564,507,168,2415,4880,863,319,1144,145,317,292,490,34137,5227,2509,0,0,1576,0,0,0,0,0,0,0,0,0,0,53,689,85,1502,38514,43449
514_Data_processing_internet_publishing_and_other_information_services,0,41,174,76,122,326,136,158,23,40,13,41,173,136,95,51,51,109,118,114,179,69,84,246,28,34,528,149,904,18,1473,2347,29,242,1673,359,127,168,630,21,35,107,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,712,43,2003,14328,0
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,2596,161,709,710,114,1421,1929,1243,345,443,267,270,267,1295,1261,340,406,603,1044,797,1390,649,702,1409,322,363,5414,5095,3426,32,1604,6876,4604,223,2320,931,770,172,627,428,367,1277,375,28964,0,0,0,0,3030,0,0,0,0,0,0,0,0,0,0,29,791,48,4612,61076,31994
523_Securities_commodity_contracts_and_investments,1,2,17,19,0,133,0,23,5,4,7,11,3,66,26,4,5,15,13,16,25,6,16,8,8,11,17,24,36,1,30,8276,44,1,26,477,20,61,26,0,3,10,38,8350,0,0,0,0,715,-127,0,0,0,0,0,0,0,0,0,3,0,46,451,10036,8939
524_Insurance_carriers_and_related_activities,1089,133,94,125,395,675,873,252,52,51,73,115,128,174,185,73,81,221,201,141,143,58,194,147,67,67,897,1528,1576,14,227,27090,5761,303,359,52,296,129,410,92,93,127,211,43859,0,0,1352,0,1417,-771,0,0,0,0,0,0,0,0,0,17,353,198,409,45941,45857
525_Funds_trusts_and_other_financial_vehicles,0,0,0,0,0,18,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,1,1,21,0,0,3096,124,89,8,0,37,0,12,0,0,0,0,10368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3412,10368
531_Real_estate,5511,169,0,469,176,396,692,266,67,112,53,90,163,134,502,130,100,102,336,194,679,83,45,324,95,163,4809,13329,1685,225,1339,3244,13848,151,4339,425,557,2775,7886,742,368,1605,3054,246366,0,0,14923,0,309,0,0,0,0,0,0,0,0,0,0,169,359,208,2336,74502,261598
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,138,153,13500,945,651,112,3053,331,103,148,108,235,205,301,407,160,171,338,432,382,435,144,262,643,84,152,2695,1957,2052,11,1160,758,143,201,1328,852,322,113,503,224,183,364,325,5064,0,0,0,0,5246,0,0,0,0,0,0,0,0,0,0,42,139,45,605,37616,10310
5411_Legal_services,94,65,85,16,0,154,249,150,31,43,34,19,120,13,117,22,51,88,133,90,214,84,67,292,25,95,1816,5874,406,45,386,1426,1271,65,970,492,187,158,874,97,111,488,244,13174,0,0,2468,0,238,0,0,0,0,0,0,0,0,0,0,0,133,102,1314,18810,15881
5412OP_Miscellaneous_professional_scientific_and_technical_services,216,177,867,312,249,420,18333,4464,461,587,296,392,325,989,5210,554,576,1361,1434,1514,1372,734,1615,1406,539,1192,8982,16534,2168,74,2531,4331,1986,337,5295,3574,885,641,1777,1170,748,2060,1594,7918,2420,34593,181,0,4018,-182,0,15995,0,0,17982,0,0,1743,0,137,3602,138,3223,107383,84667
5415_Computer_systems_design_and_related_services,0,16,92,43,55,261,67,31,19,15,5,38,83,72,51,40,33,58,83,101,173,42,67,143,12,15,551,407,310,7,632,1718,15,119,1366,597,45,127,524,13,16,42,54,0,0,9725,0,0,95,0,0,545,0,0,670,0,0,421,0,25,502,60,314,9063,11456
55_Management_of_companies_and_enterprises,0,20,1332,843,1738,39,244,5262,544,762,171,983,449,659,3343,691,452,1056,1390,3075,2354,724,1200,1722,288,504,5131,10118,787,1,828,1298,117,52,344,0,894,58,1407,320,275,3,524,0,0,0,0,0,2511,0,0,0,0,0,0,0,0,0,0,0,9,17,7,52036,2511
561_Administrative_and_support_services,77,51,71,100,5,290,263,418,449,141,107,139,96,126,641,102,156,238,676,285,480,116,204,524,235,152,5298,2655,645,295,899,2396,2764,168,3999,403,1423,558,3469,457,427,1095,2059,5834,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,165,2283,103,3163,40862,5969
562_Waste_management_and_remediation_services,618,15,158,247,6,334,212,303,242,33,72,589,56,194,420,144,187,266,172,123,91,40,117,118,55,145,642,467,228,1,451,568,176,11,330,12,1633,75,265,60,177,427,149,1261,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,24,40,39,472,11207,1263
61_Educational_services,0,48,24,41,0,130,0,6,4,1,5,14,10,87,216,11,6,14,33,27,71,5,107,67,10,7,50,0,47,0,71,36,2,0,24,0,25,12,6,0,0,0,1,28814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2175,19,264,3678,28814
621_Ambulatory_health_care_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,71065,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,654,6,1502,2163,71092
622HO_Hospitals_and_nursing_and_residential_care_facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104488,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,51,0,0,51,104495
624_Social_assistance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,12710
711AS_Performing_arts_spectator_sports_museums_and_related_activities,0,4,8,4,0,5,9,3,0,2,3,1,3,2,14,3,1,2,7,12,34,12,25,44,17,19,437,173,7,1,748,82,11,8,171,175,40,20,49,2479,87,906,74,7487,0,437,0,0,1,0,0,0,0,0,0,0,0,0,0,1,39,1,14,5755,7925
713_Amusements_gambling_and_recreation_industries,0,3,4,4,6,21,18,23,3,2,3,8,5,42,24,7,9,17,10,7,10,2,5,5,2,7,159,98,516,1,9,40,10,3,15,60,9,44,26,18,3,9,8,13878,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,116,1,118,1512,13893
721_Accommodation,57,13,39,69,6,53,189,103,13,45,7,58,98,17,109,11,18,34,177,98,361,112,56,494,15,41,1042,387,298,8,208,605,130,16,1097,59,375,14,93,39,9,5,218,12414,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,12,221,17,708,7852,12435
722_Food_services_and_drinking_places,6,69,257,61,8,126,448,276,106,133,85,118,219,141,499,132,129,176,373,380,567,154,190,450,88,232,4470,3164,1033,8,995,1757,908,124,1234,273,398,400,802,114,56,87,365,105106,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,46,203,81,707,22648,105203
81_Other_services_except_government,1713,321,289,333,107,379,2761,582,371,177,126,273,179,458,936,218,251,1023,561,330,665,150,1072,305,126,233,5413,4576,1763,11,1056,748,386,540,2153,1477,903,435,1323,537,377,929,1176,89011,0,0,0,0,468,-79,0,0,0,0,0,0,0,0,0,132,808,180,1053,39914,89400
GFE_Federal_government_enterprises,25,40,14,47,4,440,138,276,97,204,38,80,187,108,219,60,76,139,173,184,293,92,246,230,48,125,902,1972,180,14,1213,2775,400,163,1154,26,577,133,604,85,84,128,502,3501,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,331,341,49,629,15845,3560
GFG_Federal_general_government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143227,0,0,61393,0,0,0,0,0,0,0,0,0,0,204620
GSLE_State_and_local_government_enterprises,24,12,6,13,1,20,53,134,20,8,5,58,8,23,56,9,11,35,31,15,20,9,40,18,4,7,148,247,99,2,43,23,33,25,27,5,12,18,51,11,44,89,53,5585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,30,3,117,1730,5585
GSLG_State_and_local_general_government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249029,0,0,0,0,0,0,0,249029
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,1,10,322,34,0,10,0,98,11,6,2,39,7,336,732,46,67,59,57,147,507,40,212,29,2,58,1228,105,4991,0,1311,1305,25,7,1009,83,133,0,7,84,18,0,12,-1560,0,0,0,-1,12656,-28646,0,0,0,0,0,0,0,0,0,529,4284,0,31,17993,-17550
T005_Total_Intermediate,86427,14157,36097,27367,19183,66223,156693,200522,36164,31890,24110,46381,20150,175035,103770,29422,25359,87822,74561,67576,74656,28884,101242,60146,13805,23970,101266,126947,104334,1490,59351,85097,61132,5098,45626,17597,19005,13388,58104,10381,9558,58408,30519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7243,58388,18520,81583,2604649,0
