commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,44RT_Retail_trade,48_Transportation,493_Warehousing_and_storage,51_Information,52_Finance_and_insurance,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,54_Professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,56_Administrative_and_waste_management_services,61_Educational_services,62_Health_care_and_social_assistance,71_Arts_entertainment_and_recreation,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,F010_Personal_consumption_expenditures,F02E_Private_fixed_investment_in_equipment,F02N_Private_fixed_investment_in_intellectual_property_products,F02T_Private_fixed_investment_in_structures,F030_Change_in_private_inventories,F040_Exports_of_goods_and_services,F050_Imports_of_goods_and_services,F06C_National_defense_Consumption_expenditures,F06E_National_defense_Gross_investment_except_structures,F06S_National_defense_Gross_investment_in_structures,F07C_Nondefense_Consumption_expenditures,F07E_Nondefense_Gross_investment_except_structures,F07S_Nondefense_Gross_investment_in_structures,F10C_State_and_local_government_consumption_expenditures,F10E_State_and_local_government_gross_investment_except_structures,F10S_State_and_local_government_gross_investment_in_structures,GFE_Federal_government_enterprises,GFG_Federal_general_government,GSLE_State_and_local_government_enterprises,GSLG_State_and_local_general_government,T001_Total_Intermediate,T004_Total_Final_Uses_GDP
324_Petroleum_and_coal_products,3778,737,388,877,371,4948,6619,724,315,181,311,1325,187,7718,2215,484,686,1294,565,466,303,208,447,376,118,239,1053,2726,11764,19,584,546,1095,58,819,82,1111,361,964,124,138,167,650,38019,0,0,0,2454,3111,-10398,0,0,0,0,0,0,0,0,0,238,1529,1246,4060,65211,33185
325_Chemical_products,7408,1189,476,641,406,793,2909,1937,7703,717,662,3034,1036,3045,30498,10591,1615,2828,1789,835,944,1529,1084,441,384,1233,349,133,266,1,264,181,634,23,89,83,511,142,5481,19,106,146,509,23743,697,0,0,1681,12763,-8230,0,0,0,0,0,0,0,32,0,30,987,448,3352,99480,30686
326_Plastics_and_rubber_products,661,164,61,394,66,261,2770,2226,606,497,199,1084,421,187,2164,2142,186,293,1183,1787,3240,1110,5734,548,890,1069,559,478,1272,3,229,58,670,76,268,11,112,67,1913,46,142,591,211,6323,76,0,0,742,1866,-2578,0,0,0,0,0,0,0,0,0,34,208,197,678,37770,6429
327_Nonmetallic_mineral_products,177,30,287,198,735,514,16557,3113,89,8,344,75,9,215,696,392,5164,656,712,454,616,629,1472,326,170,269,149,128,320,0,291,17,1352,20,5,9,7,99,207,12,101,219,221,2070,0,0,0,389,1325,-2398,0,0,0,0,0,0,0,0,0,62,51,313,370,37863,1386
331_Primary_metals,78,5,528,349,2603,193,5266,17,42,4,181,306,88,84,1695,531,417,29699,28045,12281,2857,6246,17647,3873,1303,2506,6,13,453,0,109,4,550,1,4,1,3,8,51,4,3,11,9,330,7,0,0,3320,4199,-17075,0,0,0,0,0,0,0,0,0,27,193,81,44,118422,-9219
332_Fabricated_metal_products,557,649,977,1069,991,1089,23291,7262,72,133,1333,537,96,702,2496,647,607,2235,9466,7742,4060,1867,9753,4062,1332,946,420,544,1909,5,655,23,2462,20,173,32,152,61,330,42,24,495,1275,3046,5282,0,0,1902,4548,-4581,0,1094,0,0,148,0,0,84,0,137,1345,694,423,95187,11522
333_Machinery,781,132,441,1442,686,970,4903,177,273,49,132,228,574,125,965,167,278,1179,1106,5613,392,374,2056,1061,45,105,340,253,636,6,494,209,594,100,488,4,629,93,596,23,14,142,1115,2671,61727,0,0,2123,17714,-11264,0,707,0,0,344,0,0,1160,0,45,353,196,716,31304,75183
334_Computer_and_electronic_products,14,5,64,17,12,180,1696,2,12,1,11,12,25,22,506,39,22,98,155,715,20101,673,1336,3953,7,314,488,85,244,1,2614,217,171,58,795,354,318,207,459,5,1,3,828,8110,28013,0,0,449,14465,-13311,0,3514,0,0,931,0,0,621,0,13,2819,48,170,39893,42791
335_Electrical_equipment_appliances_and_components,318,72,342,272,94,510,8154,8,4,27,211,9,4,17,69,47,62,744,485,3285,2138,3347,1347,501,25,182,93,144,596,1,287,70,889,12,194,11,89,72,148,25,18,42,344,10467,6834,0,0,1098,4167,-3420,0,149,0,0,137,0,0,138,0,47,223,451,268,26297,19569
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,255,159,175,449,18,117,196,7,2,16,163,9,9,96,14,38,66,300,208,3608,30,115,46003,1287,17,11,488,2689,931,3,254,29,63,137,24,20,148,24,27,9,6,5,2892,54523,38667,0,0,3412,16551,-25774,0,997,0,0,257,0,0,2055,0,39,187,112,313,61767,90689
3364OT_Other_transportation_equipment,0,329,0,6,0,12,3,0,0,0,4,0,0,0,0,0,0,6,60,0,0,36,58,12066,0,15,21,0,3081,0,9,30,0,3,0,0,0,6,3,69,3,0,165,4186,10185,0,0,-1548,12742,-2719,0,7293,0,0,1072,0,0,216,0,16,9259,87,24,25370,31429
337_Furniture_and_related_products,17,1,56,17,0,82,3152,0,0,0,114,3,0,3,1,0,1,10,2,1,622,8,46,168,123,10,1,3,28,0,53,1,234,0,0,0,0,1,5,1,1,1,4,9758,6163,0,0,349,342,-790,0,23,0,0,101,0,0,422,0,13,4,29,21,4841,16367
339_Miscellaneous_manufacturing,29,21,27,57,13,58,576,44,42,893,22,24,223,7,80,42,66,53,98,121,166,102,87,62,34,2346,334,557,192,1,158,441,106,50,326,0,193,251,2634,101,61,227,1004,15372,4323,0,0,411,2327,-5815,0,68,0,0,51,0,0,294,0,48,206,44,1760,13985,17030
42_Wholesale_trade,4703,685,456,900,483,1688,8877,14003,2579,2678,1584,2762,1118,2377,6205,2315,1264,4596,4068,4595,4457,2243,6742,2079,920,1792,2696,1249,2893,6,1549,387,1052,69,561,89,472,278,2088,136,218,3162,1218,45322,18171,0,487,2592,14870,7098,0,825,0,0,229,0,0,479,0,188,1298,497,2456,108732,90072
44RT_Retail_trade,429,68,135,199,90,573,4314,523,291,210,566,326,69,82,556,254,381,389,567,873,510,364,2943,339,314,192,206,408,1152,2,164,54,391,15,104,1,101,46,262,22,30,79,296,198490,4003,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,71,0,18963,202517
481_Air_transportation,42,124,122,57,81,270,301,374,68,153,38,213,131,164,563,107,112,141,465,414,643,294,328,440,72,121,1008,454,863,6,817,1801,160,31,1463,16,209,386,408,21,6,177,302,12414,248,0,0,29,1959,-2463,0,35,0,0,7,0,0,10,0,498,657,61,30,15214,12239
482_Rail_transportation,534,54,57,575,71,1256,1573,1768,252,61,435,617,179,197,1110,312,653,2130,482,302,146,178,937,144,138,195,205,140,580,0,151,36,159,4,45,4,36,42,201,10,20,289,104,3521,716,0,0,264,2165,-113,0,33,0,0,7,0,0,29,0,329,304,130,225,17371,6623
483_Water_transportation,226,78,33,129,87,344,444,607,68,23,105,98,20,584,280,78,120,376,71,53,28,27,85,32,22,42,45,75,227,0,25,13,48,5,19,10,29,12,64,209,6,51,31,2129,171,0,20,50,2207,2219,0,8,0,0,2,0,0,4,0,196,685,61,97,5969,6809
484_Truck_transportation,766,107,64,375,865,868,2761,2611,404,303,210,508,220,296,1069,335,501,1513,675,467,375,243,999,313,163,356,471,1126,8899,43,483,271,207,23,380,16,170,178,633,42,39,616,305,8849,1240,0,0,386,2246,0,0,48,0,0,15,0,0,52,0,521,923,152,349,33212,12837
485_Transit_and_ground_passenger_transportation,0,26,24,34,33,57,116,80,35,49,21,47,44,17,192,44,25,58,127,66,158,34,56,100,57,108,409,188,513,1,345,212,61,40,370,7,60,50,298,71,29,88,105,5880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,39,29,2047,6586,5880
486_Pipeline_transportation,41,8,394,12,2,2039,38,7,4,2,4,14,2,10633,324,7,8,21,7,5,4,3,4,4,1,3,12,31,369,0,5,5,12,0,9,1,12,4,11,2,2,2,7,432,0,0,0,57,149,0,0,0,0,0,0,0,0,0,0,3,20,13,42,14156,638
487OS_Other_transportation_and_support_activities,0,25,7,8,79,59,116,65,8,4,7,19,7,69,63,31,28,52,27,17,24,9,15,18,3,6,3798,2646,16427,98,18,555,475,135,318,3,12,13,13,289,167,8,23,557,0,0,0,0,864,0,0,0,0,0,0,0,0,0,0,0,0,28,148,25938,1421
493_Warehousing_and_storage,1401,2,1,3,0,5,3,5,3,1,1,2,8,8,54,1,1,1,36,1,10,1,4,4,1,1,487,2942,890,70,66,104,96,14,46,1,154,12,42,8,11,26,25,124,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,108,74,271,7007,239
511_Publishing_industries_except_internet_includes_software,42,4,8,9,0,25,20,26,9,14,8,11,98,6,25,11,13,19,36,30,71,17,19,39,8,18,192,252,66,6,471,324,33,14,1010,47,22,762,413,20,40,21,435,11041,0,1643,0,24,635,-339,0,1,0,0,1,0,0,2,0,77,72,162,1646,6667,13008
512_Motion_picture_and_sound_recording_industries,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,0,0,0,0,11,0,0,4,0,0,346,0,35,0,5439,14,0,0,0,11,0,165,42,0,0,0,86,5033,0,4401,0,133,641,-68,0,0,0,0,0,0,0,0,0,28,106,0,140,6433,10140
513_Broadcasting_and_telecommunications,255,7,44,26,37,271,854,163,106,225,52,82,118,125,185,131,134,151,460,287,344,118,153,225,61,138,2071,1517,888,10,7925,2282,452,99,2123,4262,807,315,831,110,206,277,535,28927,4284,2365,0,0,1124,0,0,0,0,0,0,0,0,0,0,64,486,65,1239,31316,36699
514_Data_processing_internet_publishing_and_other_information_services,0,30,116,50,92,309,200,156,34,47,9,21,135,99,28,27,46,96,114,93,262,79,85,268,35,29,338,40,486,7,1049,1971,21,103,926,258,131,143,519,13,33,53,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,435,31,1396,10532,0
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,2371,186,473,483,152,1260,2345,1146,302,468,264,249,240,890,986,329,401,587,946,726,994,614,800,937,276,336,2835,3027,2909,20,1324,9888,5771,128,1677,838,646,159,497,367,385,1184,425,25957,0,0,0,0,315,0,0,0,0,0,0,0,0,0,0,52,735,41,5141,56809,26271
523_Securities_commodity_contracts_and_investments,1,1,7,10,0,82,1,16,2,3,4,5,1,25,15,5,4,9,9,9,13,3,10,5,6,8,15,7,21,0,30,5561,23,1,15,418,14,30,10,0,2,7,21,5451,0,0,0,0,152,-41,0,0,0,0,0,0,0,0,0,2,0,23,315,6772,5563
524_Insurance_carriers_and_related_activities,873,124,79,117,507,367,1024,273,49,56,88,89,153,127,188,81,93,256,228,123,113,58,210,118,107,62,830,1353,1477,6,279,26028,4867,192,479,42,168,107,636,145,119,213,248,37494,0,0,1400,0,331,-714,0,0,0,0,0,0,0,0,0,8,100,100,307,43269,38510
525_Funds_trusts_and_other_financial_vehicles,0,0,0,0,0,13,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,11,0,0,2752,94,41,7,0,28,0,7,0,0,0,0,7734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2955,7734
531_Real_estate,4863,223,0,397,40,418,527,193,87,163,57,105,140,139,520,175,162,153,357,214,743,109,101,331,98,208,2320,7308,1184,106,1320,2557,12273,79,3465,350,430,2032,4819,517,236,1267,2904,194187,0,0,15452,0,74,0,0,0,0,0,0,0,0,0,0,174,266,145,2194,56469,209713
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,152,182,6206,606,479,118,3067,322,101,151,96,214,181,127,290,138,189,268,386,313,304,118,232,370,82,127,1604,898,2588,7,924,635,194,134,1149,638,272,125,571,150,152,363,458,4199,0,0,0,0,4465,0,0,0,0,0,0,0,0,0,0,52,118,51,732,26636,8664
5411_Legal_services,82,69,35,8,0,146,100,160,31,54,35,16,96,6,159,20,70,73,137,76,140,75,56,240,23,66,1052,3281,448,27,294,1693,1442,55,769,475,173,126,677,73,74,307,317,11115,0,0,2492,0,261,0,0,0,0,0,0,0,0,0,0,0,41,73,2052,15420,13868
5412OP_Miscellaneous_professional_scientific_and_technical_services,177,143,257,238,308,450,14760,3553,345,480,184,377,222,876,4504,556,401,715,1085,916,858,544,1574,643,378,865,5545,9275,1702,39,2422,3901,2038,246,4291,3019,522,553,1618,767,465,1426,1880,6429,654,25285,187,0,3502,-106,0,12371,0,0,14835,0,0,1357,0,157,2304,178,3093,80848,64515
5415_Computer_systems_design_and_related_services,0,13,60,28,51,172,95,38,22,24,6,23,67,52,60,25,29,51,74,75,177,44,61,141,19,19,315,178,206,3,356,1401,11,50,686,472,45,81,387,8,17,22,54,0,0,6321,0,0,27,0,0,371,0,0,453,0,0,286,0,18,321,45,229,6331,7459
55_Management_of_companies_and_enterprises,0,22,726,658,1105,39,275,5479,605,1022,198,941,437,483,3029,759,552,1112,1412,2951,1998,751,1626,1252,313,485,3005,6069,885,1,769,1203,120,30,282,0,760,55,1150,278,208,3,640,0,0,0,0,0,1839,0,0,0,0,0,0,0,0,0,0,0,7,18,7,43719,1839
561_Administrative_and_support_services,23,39,47,64,7,253,168,378,396,194,129,128,68,88,553,111,162,266,606,273,377,119,250,366,202,148,2464,1662,782,143,799,1878,2404,79,2603,330,692,500,2805,321,261,777,2002,4990,0,0,0,0,87,-1,0,0,0,0,0,0,0,0,0,205,1418,95,1604,29239,5076
562_Waste_management_and_remediation_services,599,11,66,123,7,261,221,183,161,26,46,340,32,94,287,95,123,185,107,72,35,25,91,58,37,90,598,270,146,0,294,642,255,12,429,10,1822,121,318,68,116,651,217,976,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27,30,49,374,9824,977
61_Educational_services,0,40,14,28,0,115,0,5,4,1,5,11,8,59,176,10,5,13,26,22,47,5,121,46,9,6,27,0,39,0,52,33,2,0,10,0,13,10,4,0,0,0,1,23421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1807,14,227,3017,23421
621_Ambulatory_health_care_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,54974,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,588,12,1062,1662,54978
622HO_Hospitals_and_nursing_and_residential_care_facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78914,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,105,0,0,105,78919
624_Social_assistance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,19,9279
711AS_Performing_arts_spectator_sports_museums_and_related_activities,0,4,6,4,0,6,4,3,0,2,3,0,2,1,13,3,1,2,8,11,27,12,33,34,18,21,258,109,4,1,577,59,3,5,145,135,36,23,41,1813,52,866,85,5933,0,342,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,0,14,4471,6275
713_Amusements_gambling_and_recreation_industries,0,2,1,1,4,8,9,8,1,1,1,4,3,9,8,3,4,5,7,4,5,1,3,2,1,7,111,32,417,0,4,22,3,1,4,46,2,67,11,13,1,2,6,10763,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,54,1,82,985,10767
721_Accommodation,52,14,25,48,7,59,198,91,15,57,8,45,78,10,113,14,16,33,162,77,307,95,54,384,22,48,495,206,252,4,224,522,58,8,1009,49,300,12,70,43,6,2,245,9782,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,12,177,15,702,6443,9799
722_Food_services_and_drinking_places,11,91,201,55,10,109,267,296,115,148,82,113,171,159,575,158,150,168,391,384,540,150,201,462,82,189,3052,1072,879,5,1003,1326,702,95,1241,234,272,335,780,80,57,26,433,84386,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,47,108,107,568,17701,84478
81_Other_services_except_government,1545,314,218,311,109,395,2125,740,381,211,160,319,188,375,724,261,355,728,707,369,554,160,1180,239,173,239,3325,2225,1912,6,922,763,313,312,1820,1285,835,572,1346,436,306,840,1218,75327,0,0,0,1,379,-105,0,0,0,0,0,0,0,0,0,125,470,127,869,33107,75601
GFE_Federal_government_enterprises,19,44,13,35,5,438,131,244,82,212,30,64,133,78,165,52,66,107,146,145,229,78,216,168,45,108,550,1086,170,7,975,2791,551,75,1099,21,544,122,383,38,58,100,508,2899,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,256,261,59,524,13231,3124
GFG_Federal_general_government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115136,0,0,49044,0,0,0,0,0,0,0,0,0,0,164180
GSLE_State_and_local_government_enterprises,8,15,4,12,1,22,59,116,19,9,4,42,7,25,38,7,11,27,27,13,14,8,34,11,4,7,76,111,123,1,53,29,38,16,11,4,11,25,36,7,26,59,52,4506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,24,4,91,1348,4506
GSLG_State_and_local_general_government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206590,0,0,0,0,0,0,0,206590
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,2,6,180,34,0,8,0,109,14,6,3,37,4,252,573,47,73,44,50,121,438,38,220,22,1,80,496,58,4116,0,1317,930,11,2,659,80,46,0,2,62,14,0,5,256,0,0,0,209,8893,-23378,0,0,0,0,0,0,0,0,0,556,3616,0,34,14366,-14021
T005_Total_Intermediate,66865,14037,18694,17482,10841,46407,142456,168553,32948,28941,22132,36763,15638,92471,78888,26317,22121,74237,61838,53245,52402,24513,111337,40102,12334,19110,54752,67514,81124,771,49085,78892,56340,2910,35201,14825,14420,10991,43535,7861,6433,45222,29804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5899,39279,13048,66603,2015184,0
