commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,44RT_Retail_trade,48_Transportation,493_Warehousing_and_storage,51_Information,52_Finance_and_insurance,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,54_Professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,56_Administrative_and_waste_management_services,61_Educational_services,62_Health_care_and_social_assistance,71_Arts_entertainment_and_recreation,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,F010_Personal_consumption_expenditures,F02E_Nonresidential_private_fixed_investment_in_equipment,F02N_Nonresidential_private_fixed_investment_in_intellectual_property_products,F02R_Residential_private_fixed_investment,F02S_Nonresidential_private_fixed_investment_in_structures,F030_Change_in_private_inventories,F040_Exports_of_goods_and_services,F050_Imports_of_goods_and_services,F06C_Federal_national_defense_Consumption_expenditures,F06E_Federal_national_defense_Gross_investment_in_equipment,F06N_Federal_national_defense_Gross_investment_in_intellectual_property_products,F06S_Federal_national_defense_Gross_investment_in_structures,F07C_Federal_national_nondefense_Consumption_expenditures,F07E_Federal_national_nondefense_Gross_investment_in_equipment,F07N_Federal_national_nondefense_Gross_investment_in_intellectual_property_products,F07S_Federal_national_nondefense_Gross_investment_in_structures,F10C_State_and_local_Consumption_expenditures,F10E_State_and_local_Gross_investment_in_equipment,F10N_State_and_local_Gross_investment_in_intellectual_property_products,F10S_State_and_local_Gross_investment_in_structures,GFE_Federal_government_enterprises,GFG_Federal_general_government
321_Wood_products,238,47,0,46,51,0,49263,201,108,0,25897,4323,3,0,261,2066,395,218,228,1152,454,298,2491,219,8626,1358,1343,1113,1047,48,1939,112,3219,252,364,2,387,35,1091,143,326,812,400,3609,0,0,6258,320,1152,3820,-24082,0,0,0,0,0,26,0,0,0,0,0,0,0,31
322_Paper_products,249,2,23,130,47,3,3444,18884,778,76,530,38375,12050,41,5560,4112,1562,939,1458,1663,1433,1095,1916,493,1214,2214,2792,2655,2279,88,6204,1520,334,555,2221,296,2036,164,3028,182,1211,1481,837,20497,0,0,0,0,705,14171,-21823,0,0,0,0,0,0,0,0,0,0,0,0,27,1531
323_Printing_and_related_support_activities,36,0,9,9,0,42,54,262,0,735,17,0,3821,2,1223,0,0,0,4,16,0,5,3,0,0,0,5360,3857,670,5,12318,6021,54,526,7041,1030,2403,1005,5057,1322,637,667,1845,2227,0,0,0,0,693,1499,-1885,0,0,0,0,0,0,0,0,0,0,0,0,111,2765
324_Petroleum_and_coal_products,5820,922,1836,2296,1110,11942,34106,2500,332,77,971,1750,2564,4332,18825,1106,914,2827,1132,1956,742,890,476,253,276,521,1887,1971,37350,74,1023,6277,1717,1021,1730,918,6346,417,2825,946,619,2120,2728,121723,0,0,0,0,1754,16692,-62177,0,0,0,0,0,0,0,0,0,0,0,0,1005,11262
325_Chemical_products,12503,1742,2018,1644,789,361,9109,5006,13676,240,2265,8251,4394,1181,143810,44690,3887,1344,5444,3192,6304,2787,5523,1301,2047,6127,769,581,430,223,1724,229,4143,330,5610,1300,3280,600,65289,403,56,287,3518,170571,1971,0,0,0,4701,89775,-131490,0,0,0,0,0,0,0,0,0,0,0,0,88,3380
326_Plastics_and_rubber_products,1252,163,36,903,352,2,22135,12353,647,112,874,1856,589,39,8992,14044,1289,665,1862,5826,4478,1940,20972,2996,3611,4700,5493,5236,4548,132,4505,693,316,921,3461,174,1353,364,8562,181,92,2882,3091,26485,81,0,63,0,1785,15785,-25965,0,0,0,0,0,12,0,0,0,0,0,0,11,1595
327_Nonmetallic_mineral_products,7,37,407,180,266,9,53618,3620,474,0,872,210,2,113,1395,1411,13945,1512,843,1549,1010,1342,5122,218,393,871,175,694,68,36,1613,79,63,151,1903,104,571,80,2568,95,64,1230,815,10875,0,0,0,0,1170,5683,-19046,0,0,0,0,0,0,0,0,0,0,0,0,0,296
331_Primary_metals,133,0,2040,428,248,0,3716,5578,187,0,360,315,42,4,33,1415,829,47025,53569,24703,6958,13122,37932,6845,3940,5951,789,593,942,0,295,3,588,47,543,18,416,64,279,172,12,55,236,636,0,0,0,0,3214,15141,-57546,0,0,0,0,0,0,0,0,0,0,0,0,0,210
332_Fabricated_metal_products,1045,195,1669,640,582,1771,55551,12391,1137,207,2653,3191,1471,58,7014,5813,2339,3615,23271,18073,11505,7466,31229,7289,3202,4400,1081,1738,3923,146,8680,171,627,588,3320,441,2283,206,1125,503,295,1618,2081,12580,7910,0,0,0,2790,16683,-36025,0,1096,0,0,0,373,0,0,0,598,0,0,437,4169
333_Machinery,2674,552,3757,3309,3012,159,20180,1861,48,6,403,669,1271,18,1817,1329,160,1175,2491,25230,880,1792,18839,3738,96,830,968,739,469,227,1719,141,168,491,1942,150,2477,823,675,97,33,380,3085,7744,144162,0,0,0,3495,72490,-90757,0,817,0,0,0,338,0,0,0,6562,0,0,5,1114
334_Computer_and_electronic_products,160,2,18,34,91,19,4348,2321,1285,71,854,1058,1738,37,3945,2092,1157,1644,3356,6302,89913,3798,14286,8500,1208,2726,3830,2842,372,105,17155,1389,309,237,9551,2775,2754,561,2962,121,610,261,2971,70796,152976,0,257,0,5644,108183,-228531,0,21036,0,0,0,5724,0,0,0,9440,0,0,0,12644
335_Electrical_equipment_appliances_and_components,227,471,37,17,64,8,22662,630,102,26,1047,294,116,20,646,870,114,1508,2025,8288,5066,8040,4048,1372,73,789,278,879,231,167,2343,257,292,131,2611,88,1421,467,603,126,163,424,1993,29798,17553,0,3374,0,1560,19309,-49890,0,352,0,0,0,617,0,0,0,1409,0,0,11,1567
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,668,178,305,733,244,9,1397,1848,193,3,722,552,217,17,811,358,525,467,852,10269,1446,372,148686,4201,327,456,3110,8046,4324,911,2621,51,0,542,1574,343,4251,163,1425,146,73,473,11938,217222,164495,0,0,0,6659,66045,-209724,0,8209,0,0,0,404,0,0,0,14324,0,0,974,2906
3364OT_Other_transportation_equipment,0,14,0,22,0,0,10,0,0,0,31,0,0,0,0,0,0,0,48,800,0,0,280,30610,0,0,23,2,3775,0,2,0,0,0,196,9,59,0,120,18,0,0,18,22358,33770,0,0,0,-1551,51760,-30873,0,17620,0,0,0,4032,0,0,0,887,0,0,15,19297
337_Furniture_and_related_products,6,0,0,0,0,0,14460,0,0,0,613,0,0,0,0,359,0,0,0,421,354,2,24,266,3484,316,191,605,4,0,176,0,715,0,112,17,2,0,418,324,2,213,132,41075,27770,0,415,0,1857,2452,-25138,0,1,0,0,0,20,0,0,0,1766,0,0,294,0
339_Miscellaneous_manufacturing,101,6,10,24,11,0,915,27,361,322,13,0,29,1,552,139,262,37,33,1771,19,785,1666,63,8,6279,837,740,297,90,176,352,297,42,1147,16,1507,327,28764,523,229,392,2115,84354,31876,0,0,0,2725,19550,-67775,0,32,0,0,0,60,0,0,0,698,0,0,0,403
42_Wholesale_trade,14294,2455,2042,2336,1307,3596,45428,36405,3914,2648,7213,8171,3160,6490,25224,8972,4039,12430,10885,15605,18729,6924,32967,5467,4036,6681,26175,14922,12503,354,11971,3524,2119,6509,6973,1171,5411,1651,29686,1771,1722,7490,6122,314752,93800,7515,1472,33,7924,83333,23283,0,5613,81,0,0,1806,101,0,0,4805,252,0,665,6970
441_Motor_vehicle_and_parts_dealers,8,2,25,74,36,4,943,385,42,1,89,106,45,0,192,63,107,58,105,954,137,1,1352,552,56,106,79,1707,530,26,380,12,116,128,186,0,443,0,0,7,10,33,2462,114200,16284,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445_Food_and_beverage_stores,71,0,0,0,0,65,167,8,0,0,0,1,44,0,30,2,4,0,1,2,1,1,7,0,5,5,11,119,393,0,5,14,41,5,14,0,68,19,21,51,53,1589,32,149585,125,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452_General_merchandise_stores,119,0,3,6,2,65,1622,113,159,0,8,14,400,1,161,19,12,4,15,76,15,8,124,32,60,60,68,294,415,2,53,79,311,19,93,0,146,107,88,23,102,566,335,158333,2464,123,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
481_Air_transportation,20,1,5,50,134,629,235,835,109,36,265,243,530,14,366,617,286,273,666,410,346,56,304,118,233,317,2374,218,1742,10,1937,6203,5023,942,6152,204,3091,429,2377,250,157,706,467,78766,109,12,1,0,11,24978,-21672,0,10,0,0,0,3,0,0,0,6,0,0,729,6045
482_Rail_transportation,1122,60,94,1000,48,2407,1644,3832,122,5,862,2087,151,107,2675,1025,1648,3078,549,300,174,293,922,140,271,225,128,169,3095,20,278,144,116,30,339,19,237,33,323,39,54,250,101,4918,1429,0,20,0,199,5533,139,0,104,0,0,0,6,0,0,0,159,0,0,79,527
483_Water_transportation,351,13,241,75,21,76,554,959,33,1,5,76,3,12,467,66,124,290,54,26,67,34,29,20,8,26,19,32,51,0,13,6,15,7,244,36,47,77,137,7,4,19,22,11179,9,0,0,0,10,5548,9465,0,4,0,0,0,1,0,0,0,0,0,0,792,2985
484_Truck_transportation,3495,561,427,475,312,317,13678,14346,1087,476,1897,2275,825,2610,4265,1869,2203,3358,1968,2228,2187,949,4187,825,1166,1132,2612,10261,15953,65,1868,477,365,240,1662,235,893,300,3085,486,298,1189,1245,68364,20022,525,339,11,1665,16689,1427,0,245,2,0,0,68,3,0,0,591,7,0,500,1916
485_Transit_and_ground_passenger_transportation,0,3,1,4,28,107,376,169,14,5,57,50,116,3,85,133,58,50,148,92,75,11,65,23,50,90,237,78,190,1,497,2102,1423,289,2207,56,856,143,1199,647,42,219,105,23944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24
486_Pipeline_transportation,104,14,3255,30,9,9489,217,30,16,1,9,20,26,3485,457,18,10,17,11,20,8,6,5,3,3,7,20,22,375,1,9,62,22,10,16,10,71,4,35,10,7,22,28,1254,0,0,0,0,74,793,0,0,0,0,0,0,0,0,0,0,0,0,0,112,113
487OS_Other_transportation_and_support_activities,0,207,8,549,2,2181,0,545,93,0,697,344,500,40,110,441,529,66,56,8,1,2,6,0,151,225,24314,9849,64932,495,3684,3607,0,1913,7671,203,2490,283,3002,665,90,405,1325,8966,0,0,0,0,0,6241,2462,0,0,0,0,0,0,0,0,0,0,0,0,369,32
493_Warehousing_and_storage,508,0,2,133,0,457,0,64,39,29,32,38,172,6,125,68,35,25,303,139,506,21,73,23,29,151,8618,23763,3058,3680,1102,96,35,368,837,3,685,87,814,151,306,638,354,424,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,-13,300
4A0_Other_retail,1530,4,17,134,3,1214,63946,774,449,1,110,76,1472,16,2155,103,12,9,80,252,72,67,456,42,474,452,364,2351,7836,3,175,374,2289,54,434,0,541,134,490,376,578,6463,1553,483591,27187,2203,5613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22
511_Publishing_industries_except_internet_includes_software,43,1,5,0,1,95,366,11,0,0,1,4,77,0,94,13,5,7,35,24,143,14,18,40,6,43,609,698,130,27,18819,917,321,838,3782,1060,951,362,1803,62,82,111,431,71308,0,55503,0,0,1439,21132,-3560,0,0,545,0,0,0,679,0,0,0,1689,0,28,1496
512_Motion_picture_and_sound_recording_industries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,396,92,0,47972,25,56,135,853,112,23,52,207,125,26,373,653,35346,0,33841,0,0,148,12115,-5440,0,0,0,0,0,0,0,0,0,0,0,0,8,1334
513_Broadcasting_and_telecommunications,393,38,279,158,248,783,8441,1066,241,158,353,328,583,22,1332,797,356,281,1040,1037,1802,251,426,345,625,704,9884,9734,3545,197,104455,16382,13134,1696,17490,4063,7218,1599,8689,1082,970,3371,4613,205680,6955,16737,0,0,0,8117,-151,0,0,0,0,0,0,0,0,0,0,0,0,479,6620
514_Data_processing_internet_publishing_and_other_information_services,0,0,14,3,8,641,639,665,125,61,291,259,209,8,493,378,273,193,670,615,848,100,185,275,256,357,1547,4333,299,22,4591,6797,379,1646,6591,1706,5256,619,1532,400,154,1081,1476,6952,0,10752,0,0,0,2569,-360,0,0,354,0,0,0,327,0,0,0,975,0,204,10023
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,844,251,735,467,593,4942,8716,2884,475,245,402,407,723,41,1412,1511,739,651,1205,924,931,352,873,287,406,678,12108,15451,10433,232,5071,97948,100558,16519,17304,9656,5061,1630,8992,1518,965,2606,15373,168803,0,0,0,0,0,14847,-43,0,0,0,0,0,0,0,0,0,0,0,0,3057,214
523_Securities_commodity_contracts_and_investments,278,113,1165,1417,2118,761,3965,356,63,16,68,55,156,7,79,249,121,1431,2425,1912,691,465,1216,494,727,1361,1648,1760,11554,24,1244,141220,5649,1258,4039,4436,1502,696,6723,446,2918,3566,14043,109768,0,0,0,0,0,28097,-54,0,0,0,0,0,0,0,0,0,0,0,0,120,76
524_Insurance_carriers_and_related_activities,577,745,1460,522,678,305,294,1136,501,375,146,167,141,8,1248,357,470,226,435,638,1152,525,677,397,213,350,7995,5499,7814,275,1566,176190,28938,3531,7539,165,3640,684,26782,1615,672,1894,1882,247962,0,0,11397,0,0,7775,-28614,0,0,0,0,0,0,0,0,0,0,0,0,232,23462
525_Funds_trusts_and_other_financial_vehicles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6197,0,0,0,5,0,0,0,0,0,0,0,92618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,2396,195,7773,1107,1447,988,13403,4472,409,576,405,950,1075,71,5085,1381,731,752,2441,1963,4035,703,1742,917,317,1734,11382,8965,18199,234,15830,11527,4137,5324,13132,11108,5506,1702,7975,1868,1167,5169,1941,63488,0,0,0,0,0,43083,0,0,0,0,0,0,0,0,0,0,0,0,0,194,490
5411_Legal_services,243,186,1000,575,916,3121,6237,784,167,61,251,234,351,63,2557,592,248,215,567,872,1685,203,1221,3438,210,851,5841,3315,1598,79,6462,17270,14191,605,14032,5840,3863,271,10304,2047,2363,1794,2312,81240,0,0,37283,0,0,5836,-1139,0,0,0,0,0,0,0,0,0,0,0,0,969,1481
5412OP_Miscellaneous_professional_scientific_and_technical_services,1094,960,1596,1510,2017,8028,41021,8993,1552,1355,1928,1955,2776,160,12423,4555,1916,2330,6394,4711,7287,1600,3395,4268,2542,5746,43173,57125,8965,431,67407,68552,39496,7120,115522,28924,21177,3110,40255,10752,5933,21531,15417,42681,36820,208738,3350,0,0,49785,-35868,0,0,52524,0,0,0,52991,0,0,0,10938,0,913,37516
5415_Computer_systems_design_and_related_services,204,66,1070,48,13,974,3209,746,180,86,189,201,580,27,1215,468,180,204,831,1330,2902,76,335,567,296,411,3852,3667,899,60,6638,10538,1241,405,13015,7795,4109,661,5545,585,281,1002,1429,0,9577,95466,0,0,0,6197,-10089,0,651,4817,0,0,0,10402,0,0,353,7620,0,198,26561
55_Management_of_companies_and_enterprises,0,0,4200,2181,698,12,7381,10754,684,582,384,1189,522,648,14674,1386,925,612,3760,7197,8944,698,9427,4847,305,2279,33113,34987,7141,192,9483,10853,1742,3775,24667,34,19562,2146,23509,2789,9726,32575,6938,0,0,0,0,0,0,3019,0,0,0,0,0,0,0,0,0,0,0,0,0,554,0
561_Administrative_and_support_services,468,125,356,464,630,2413,7880,4044,741,2535,825,1320,3211,93,3404,1947,1125,2639,4260,1847,4667,500,1840,2183,581,1360,23165,20248,19235,600,15312,25002,113340,11383,38398,5210,14118,1632,28085,3473,3399,6983,7651,36958,0,0,0,0,0,832,-540,0,0,0,0,0,0,0,0,0,0,0,0,1726,15455
562_Waste_management_and_remediation_services,213,53,307,239,137,465,2822,1146,166,42,148,285,137,33,1555,405,206,404,387,211,314,86,289,154,205,164,1373,2479,563,228,324,1407,7457,328,1229,437,8404,327,2720,638,788,2139,1268,12754,0,0,0,0,0,19,-66,0,0,0,0,0,0,0,0,0,0,0,0,102,748
61_Educational_services,101,70,0,0,0,96,1,0,0,0,0,0,46,0,0,1,0,0,0,0,0,0,0,0,0,0,447,1602,33,1,313,21,0,0,43,0,123,1557,65,772,0,0,987,203848,0,0,0,0,0,890,-585,0,0,0,0,0,0,0,0,0,0,0,0,17,917
621_Ambulatory_health_care_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,102,0,18593,153,0,0,138,600410,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288
622_Hospitals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3443,0,0,0,0,533739,0,0,0,0,0,198,-1252,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623_Nursing_and_residential_care_facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1910
624_Social_assistance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711AS_Performing_arts_spectator_sports_museums_and_related_activities,48,8,0,0,7,55,112,128,22,5,33,40,66,3,40,109,32,40,81,53,28,6,33,14,22,43,782,842,352,31,17463,1761,2993,255,3138,1764,1059,357,797,10341,150,1095,1334,41001,0,3486,0,0,0,658,-134,0,0,0,0,0,0,0,0,0,0,0,0,33,1123
713_Amusements_gambling_and_recreation_industries,41,2,0,1,13,57,203,70,3,1,24,21,51,1,29,58,23,20,62,36,28,3,25,10,21,36,316,372,3,1,234,884,627,91,1001,492,503,60,445,85,141,266,56,119547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,1734
721_Accommodation,3,0,2,15,95,668,218,573,75,22,192,167,501,9,280,484,191,163,492,306,248,42,212,79,167,301,942,272,191,32,2004,7561,5554,996,7353,364,3093,379,2476,197,248,881,450,77454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1529
722_Food_services_and_drinking_places,411,76,20,32,123,1703,429,818,138,59,252,236,583,19,347,604,235,237,559,391,359,104,239,95,171,335,2665,3212,7111,35,2044,11644,18824,2066,17021,2702,7110,638,14915,804,7258,1997,1528,417187,0,0,0,0,0,2137,0,0,0,0,0,0,0,0,0,0,0,0,0,672,473
81_Other_services_except_government,431,877,99,124,395,1594,8766,2491,489,101,629,1200,739,43,2764,1324,911,1843,1547,1031,1627,353,1080,404,417,523,12119,10898,10295,316,6621,19236,20040,5299,8598,3512,7420,1424,12513,2051,1407,7420,14274,416393,0,0,0,0,0,350,-2031,0,0,0,0,0,0,0,0,0,0,0,0,1493,3035
GFE_Federal_government_enterprises,24,16,0,14,0,332,9,0,4,0,0,0,271,10,106,0,0,23,68,619,87,461,0,0,0,55,14368,7071,6842,239,2559,6972,450,1222,4248,269,1760,500,3216,336,960,3987,1960,8427,0,0,0,0,0,320,-523,0,0,0,0,0,0,0,0,0,0,0,0,6,155
GFGD_Federal_general_government_defense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448922,0,0,0,0,0,0,0,0,0,0,0,0,0
GFGN_Federal_general_government_nondefense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234781,0,0,0,0,0,0,0,0,0
